rec_type, var_name, deployment_code, model, serial_number, time_deployment, time_recovery, variable_name, variable_dims, variable_shape, attribute_name, type, value
GLOBAL,,,ACR8242XS,35503,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,ACR8242XS,53667,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,PARFLUX Mark78H-21 Controller,12419-01,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,PARFLUX Mark78H-21 Controller,12419-02,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,PARFLUX Mark78H-21 Controller,12993-01,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,PARFLUX Mark78H-21 Frame,12419-01,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,PARFLUX Mark78H-21 Frame,12419-02,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,PARFLUX Mark78H-21 Frame,12993-01,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,PARFLUX Mark78H-21 Motor,12419-01,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,PARFLUX Mark78H-21 Motor,12419-02,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,PARFLUX Mark78H-21 Motor,12993-01,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5066 (AQD 9820),2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,TDR-2050,16370,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,SBE37SM,1777,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,SBE37SM,2955,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,SBE37SM,3124,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,Sable,300234063641330,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"
GLOBAL,,,XMF-11K,633,2020-08-01,2021-04-20,,"","",deployment_code,str,"SAZ47-22-2020"

VAR,LATITUDE,SAZ47-22-2020,,,2020-08-01,2021-04-20,LATITUDE,"()","()",,float64,"-46.7937000000"
VAR,LONGITUDE,SAZ47-22-2020,,,2020-08-01,2021-04-20,LONGITUDE,"()","()",,float64,"141.8160000000"

GLOBAL,,SAZ47-22-2020,,,2020-08-01,2021-04-20,,"","",site_nominal_depth,float64,"4500.00"
GLOBAL,,SAZ47-22-2020,,,2020-08-01,2021-04-20,,"","",time_deployment_start,str,"2020-09-02T09:02:18Z"

VAR,NOMINAL_DEPTH,SAZ47-22-2020,ACR8242XS,35503,2020-08-01,2021-04-20,NOMINAL_DEPTH,"()","()",,float64,"4550.00"
VAR,NOMINAL_DEPTH,SAZ47-22-2020,ACR8242XS,53667,2020-08-01,2021-04-20,NOMINAL_DEPTH,"()","()",,float64,"4550.00"
VAR,NOMINAL_DEPTH,SAZ47-22-2020,PARFLUX Mark78H-21 Controller,12419-01,2020-08-01,2021-04-20,NOMINAL_DEPTH,"()","()",,float64,"1000.00"
VAR,NOMINAL_DEPTH,SAZ47-22-2020,PARFLUX Mark78H-21 Controller,12419-02,2020-08-01,2021-04-20,NOMINAL_DEPTH,"()","()",,float64,"2000.00"
VAR,NOMINAL_DEPTH,SAZ47-22-2020,PARFLUX Mark78H-21 Controller,12993-01,2020-08-01,2021-04-20,NOMINAL_DEPTH,"()","()",,float64,"3800.00"
VAR,NOMINAL_DEPTH,SAZ47-22-2020,PARFLUX Mark78H-21 Frame,12419-01,2020-08-01,2021-04-20,NOMINAL_DEPTH,"()","()",,float64,"1000.00"
VAR,NOMINAL_DEPTH,SAZ47-22-2020,PARFLUX Mark78H-21 Frame,12419-02,2020-08-01,2021-04-20,NOMINAL_DEPTH,"()","()",,float64,"2000.00"
VAR,NOMINAL_DEPTH,SAZ47-22-2020,PARFLUX Mark78H-21 Frame,12993-01,2020-08-01,2021-04-20,NOMINAL_DEPTH,"()","()",,float64,"3800.00"
VAR,NOMINAL_DEPTH,SAZ47-22-2020,PARFLUX Mark78H-21 Motor,12419-01,2020-08-01,2021-04-20,NOMINAL_DEPTH,"()","()",,float64,"1000.00"
