rec_type, var_name, deployment_code, model, serial_number, time_deployment, time_recovery, variable_name, variable_dims, variable_shape, attribute_name, type, value
GLOBAL,,,Mooring,SAZ 14 August 2011,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,ACR8242XS,35503,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,ACR8242XS,35504,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,CART,31116,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,PARFLUX Mark78H-21,12419-03,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,PARFLUX Mark78H-21 Frame,12419-01,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,PARFLUX Mark78H-21 Frame,12419-02,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,Aquadopp DW 2MHz,A6L-4218 (AQD 6718),2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,TDR-2050,16370,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,SBE37SM,1778,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,DST tilt,0977,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"
GLOBAL,,,Indented Rotating Sphere Trap,IRS-1,2011-08-04,2012-07-19,,"","",deployment_code,str,"SAZ47-14-2011"

VAR,LATITUDE,SAZ47-14-2011,,,2011-08-04,2012-07-19,LATITUDE,"()","()",,float64,"-46.7937200000"
VAR,LONGITUDE,SAZ47-14-2011,,,2011-08-04,2012-07-19,LONGITUDE,"()","()",,float64,"141.8160300000"

GLOBAL,,SAZ47-14-2011,,,2011-08-04,2012-07-19,,"","",site_nominal_depth,float64,"4500.00"
GLOBAL,,SAZ47-14-2011,,,2011-08-04,2012-07-19,,"","",time_deployment_start,str,"2011-08-04T09:00:00Z"
GLOBAL,,SAZ47-14-2011,,,2011-08-04,2012-07-19,,"","",time_deployment_end,str,"2012-07-21T21:00:00Z"

VAR,NOMINAL_DEPTH,SAZ47-14-2011,Mooring,SAZ 14 August 2011,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"0.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,ACR8242XS,35503,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"4465.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,ACR8242XS,35504,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"4465.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,CART,31116,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"0.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,PARFLUX Mark78H-21,12419-03,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"3900.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,PARFLUX Mark78H-21 Frame,12419-01,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"1000.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,PARFLUX Mark78H-21 Frame,12419-02,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"2000.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,Aquadopp DW 2MHz,A6L-4218 (AQD 6718),2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"1217.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,TDR-2050,16370,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"3900.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,SBE37SM,1778,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"4400.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,DST tilt,0977,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"1000.00"
VAR,NOMINAL_DEPTH,SAZ47-14-2011,Indented Rotating Sphere Trap,IRS-1,2011-08-04,2012-07-19,NOMINAL_DEPTH,"()","()",,float64,"1000.00"
