rec_type, var_name, deployment_code, model, serial_number, time_deployment, time_recovery, variable_name, variable_dims, variable_shape, attribute_name, type, value
GLOBAL,,,BASM,29623,2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"
GLOBAL,,,ACR8242XS,34623,2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"
GLOBAL,,,ACR8242XS ,35675,2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"
GLOBAL,,,PARFLUX Mark78H-21,12419-03,2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"
GLOBAL,,,PARFLUX Mark78H-21 Frame,12419-01,2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"
GLOBAL,,,PARFLUX Mark78H-21 Frame,12419-02,2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"
GLOBAL,,,Aquadopp DW 2MHz,A6L-4218 (AQD 6718),2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"
GLOBAL,,,TDR-2050,16370,2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"
GLOBAL,,,SBE37SM,8597,2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"
GLOBAL,,,DST tilt,0977,2016-04-01,2017-03-22,,"","",deployment_code,str,"SAZ47-18-2016"

VAR,LATITUDE,SAZ47-18-2016,,,2016-04-01,2017-03-22,LATITUDE,"()","()",,float64,"-46.7836100000"
VAR,LONGITUDE,SAZ47-18-2016,,,2016-04-01,2017-03-22,LONGITUDE,"()","()",,float64,"141.8422600000"

GLOBAL,,SAZ47-18-2016,,,2016-04-01,2017-03-22,,"","",site_nominal_depth,float64,"4500.00"
GLOBAL,,SAZ47-18-2016,,,2016-04-01,2017-03-22,,"","",time_deployment_start,str,"2016-03-18T06:57:03Z"
GLOBAL,,SAZ47-18-2016,,,2016-04-01,2017-03-22,,"","",time_deployment_end,str,"2017-03-21T20:05:30Z"

VAR,NOMINAL_DEPTH,SAZ47-18-2016,BASM,29623,2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"850.00"
VAR,NOMINAL_DEPTH,SAZ47-18-2016,ACR8242XS,34623,2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"4550.00"
VAR,NOMINAL_DEPTH,SAZ47-18-2016,ACR8242XS ,35675,2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"4550.00"
VAR,NOMINAL_DEPTH,SAZ47-18-2016,PARFLUX Mark78H-21,12419-03,2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"3800.00"
VAR,NOMINAL_DEPTH,SAZ47-18-2016,PARFLUX Mark78H-21 Frame,12419-01,2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"1000.00"
VAR,NOMINAL_DEPTH,SAZ47-18-2016,PARFLUX Mark78H-21 Frame,12419-02,2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"2000.00"
VAR,NOMINAL_DEPTH,SAZ47-18-2016,Aquadopp DW 2MHz,A6L-4218 (AQD 6718),2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"1200.00"
VAR,NOMINAL_DEPTH,SAZ47-18-2016,TDR-2050,16370,2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"3800.00"
VAR,NOMINAL_DEPTH,SAZ47-18-2016,SBE37SM,8597,2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"4500.00"
VAR,NOMINAL_DEPTH,SAZ47-18-2016,DST tilt,0977,2016-04-01,2017-03-22,NOMINAL_DEPTH,"()","()",,float64,"1000.00"
